"POLICY_Name","POLICY_Link","POLICY_url","POLICY_YearPublish","POLICY_Type","POLICY_Description","STATE_Abbr","POLICY_Sector","STATE_Name","POLICY_abbr"
"Combined Heat and Power (CHP)","","","","Other","Interconnection standard that is favorable to combined heat and power (CHP); offers incentives for CHP deployment; National Grid has also established CHP production goals and offers technical assistance.","RI","Building","Rhode Island","hover_building"
"2015 International Energy Conservation Code (IECC)","","","","Other","","RI","Building","Rhode Island","hover_building"
"Renewable Energy Growth program","Renewable Energy Growth Program (REG Program)- Rhode Island -Office of Energy Resources (ri.gov)","http://www.energy.ri.gov/policies-programs/programs-incentives/reg-program.php","","Other","Credit rollover is replaced with incentive payments for rooftop projects under the Renewable Energy Growth program.","RI","Building","Rhode Island","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Offers an incentive for combined heat and power (CHP) projects.","VT","Building","Vermont","hover_building"
"Property Assessed Clean Energy (PACE) program","","","2009","Other","","VT","Building","Vermont","hover_building"
"2016 Comprehensive Energy Plan","Executive-summary-for-web.pdf (vermont.gov)","https://legislature.vermont.gov/assets/Legislative-Reports/Executive-summary-for-web.pdf","2016","Announced Plan","2025 Goal: increase the share of renewable energy used in buildings to 30%. 2 goals for reductions from energy use: 40% below 1990 levels by 2030 and 80–95% by 2050; reduce total per-capita energy consumption 15% by 2025 and more than one-third by 2050; 25% of the remaining energy need should come from renewable sources by 2025, 40% by 2035, and 90% by 2050. 2025 Goal: increase the share of renewable energy used for transportation to 10%.","VT","Building; Transportation","Vermont","hover_transportation"
"Home Weatherization Assistance Trust Fund","Vermont Weatherization Legislation | The LIHEAP Clearinghouse (hhs.gov)","https://liheapch.acf.hhs.gov/legislation/vtwx.htm","2019","Legislation","H 63 also directs the state’s utility regulator to open a docket looking into the creation of an “all-fuels” efficiency program to expand on work done by Vermont’s efficiency utilities.","VT","Building","Vermont","hover_building"
"Efficiency Vermont Heat Saver Loan Program","Heat Saver Loan Update | Efficiency Vermont","https://www.efficiencyvermont.com/trade-partners/rebate-program-updates/heat-saver-loan-update","","Other","","VT","Building","Vermont","hover_building"
"Efficiency Vermont","About Our Energy Efficiency Company | Efficiency Vermont","https://www.efficiencyvermont.com/about","1999","Other","Ratepayer-funded energy-efficiency utility (improvements to homes and businesses).","VT","Building","Vermont","hover_building"
"2018 International Energy Conservation Code (IECC)","","","","Other","Residential.","VT","Building","Vermont","hover_building"
"2015 International Energy Conservation Code (IECC)","","","","Other","2015 International Energy Conservation Code (IECC) for residential and commercial buildings.","VA","Building","Virginia","hover_building"
"Combined Heat and Power (CHP)","","","","Other","State Energy Plan recommends increased state sponsorship of investment in CHP projects and calls out the resilient CHP attributes that are important for critical facilities during severe weather events.","VA","Building","Virginia","hover_building"
"VirginiaSAVES","VirginiaSAVES (vasavesgcp.com)","http://www.vasavesgcp.com/","","Other","VirginiaSAVES (which stands for Sustainable, Verifiable Energy Savings) is a unique public/private partnership sponsored by the DMME to provide subsidized financing for energy efficiency, renewable energy, and alternative fuel loans for both private and local government properties and entities within the Commonwealth of Virginia.","VA","Building","Virginia","hover_building"
"EO 43","Microsoft Word - EO-43 Expanding Access to Clean Energy and Growing the Clean Energy Jobs of the Future.docx (virginia.gov)","https://www.governor.virginia.gov/media/governorvirginiagov/executive-actions/EO-43-Expanding-Access-to-Clean-Energy-and-Growing-the-Clean-Energy-Jobs-of-the-Future.pdf","2019","Executive Order","Directs state agencies and public institutions to reduce electricity consumption by 10% by 2022, using 2006 as the baseline.","VA","Building","Virginia","hover_building"
"Combined Heat and Power (CHP)","","","","Other","Statewide policy to foster the development of combined heat and power (CHP); requires major public sector facilities and district energy systems to analyze their critical loads and obtain a CHP feasibility assessment.","WA","Building","Washington","hover_building"
"Clean Buildings Act (HB 1257)","https://www.commerce.wa.gov/energy-blog/clean-buildings-e3shb-1257/","https://www.commerce.wa.gov/energy-blog/clean-buildings-e3shb-1257/","2019","Legislation","Requires commercial buildings to achieve efficiency standards starting in 2026 and creates a new statewide incentive program to help underwrite early retrofits. First statewide adoption of an energy performance standard for existing buildings.","WA","Building","Washington","hover_building"
"2015 International Energy Conservation Code (IECC)","","","","Other","Current state code references the 2015 International Energy Conservation Code (IECC) for residential buildings and 2015 IECC and American Society of Heating, Refrigerating and Air-Conditioning Engineers (ASHRAE) Standard 90.1-2013 for commercial buildings, including provisions designed to achieve additional energy savings.","WA","Building","Washington","hover_building"
"SB 5509","SB 5509 (wa.gov)","http://lawfilesext.leg.wa.gov/Biennium/2005-06/Htm/Bill%20Reports/House/5509.HBA.htm","2005","Legislation","Requires public buildings to be built using high-performance green building standards.","WA","Building","Washington","hover_building"
"Emissions Inspection Program (A.R.S. §49-542)","https://www.azleg.gov/ars/49/00542.htm","https://www.azleg.gov/ars/49/00542.htm","","Legislation","Mandatory vehicle emissions inspection program to improve air quality and reduce vehicle emissions in heavily traveled areas.","AZ","Transportation","Arizona","hover_transportation"
"Memorandum of Understanding (MOU)","REV West | NASEO","https://www.naseo.org/issues/transportation/rev-west","2017","Other","Governors from eight western states – Arizona, Colorado, Idaho, Montana, Nevada, New Mexico, Utah, and Wyoming – signed a Memorandum of Understanding (MOU) to provide a framework for creating an Intermountain West EV Corridor that will make it possible to drive an EV across major transportation corridors in the west.","AZ","Transportation","Arizona","hover_transportation"
"Freight Plan","https://azdot.gov/sites/default/files/2019/08/arizona-state-freight-plan-exec-summary.pdf","https://azdot.gov/sites/default/files/2019/08/arizona-state-freight-plan-exec-summary.pdf","2019","Announced Plan","Comprehensive plan defines immediate and long-term investment priorities and policies that will generate the greatest return for Arizona’s economy with an objective to minimize negative environmental impacts.","AZ","Transportation","Arizona","hover_transportation"
"ZEV Action Plan (EO B-48-18)","https://business.ca.gov/industries/zero-emission-vehicles/zev-action-plan/","https://business.ca.gov/industries/zero-emission-vehicles/zev-action-plan/","2018","Executive Order","1.5 million zero-emission vehicles (ZEVs) on roads by 2025; 5 million ZEVs on roads by 2030, along with installing 200 hydrogen fueling stations and 250,000 ZEV chargers by 2025.","CA","Transportation","California","hover_transportation"
"Advanced Clean Trucks Regulation","ACT Final Reg Order Final (ca.gov)","https://ww3.arb.ca.gov/regact/2019/act2019/fro2.pdf","2020","Other","Regulation to slash toxic air pollution from fossil fuel-burning trucks while boosting a vital clean technology industry within the state.","CA","Transportation","California","hover_transportation"
"Innovative Clean Transit (ICT) regulation","Innovative Clean Transit (ICT) Regulation Fact Sheet | California Air Resources Board","https://ww2.arb.ca.gov/resources/fact-sheets/innovative-clean-transit-ict-regulation-fact-sheet","2018","Other","Public transit agencies to gradually transition to 100% zero-emission bus fleets by 2040.","CA","Transportation","California","hover_transportation"
"EO B-32-15","The California Sustainable Freight Action Plan | California Air Resources Board","https://ww2.arb.ca.gov/our-work/programs/california-sustainable-freight-action-plan","2015","Executive Order","California Sustainable Freight Action Plan; provides a vision for California’s transition to a more efficient, more economically competitive, and less polluting freight transport system.","CA","Transportation","California","hover_transportation"
"EO N-19-19","Ahead of Climate Week, Governor Newsom Announces Executive Action to Leverage State’s $700 Billion Pension Investments, Transportation Systems and Purchasing Power to Strengthen Climate Resiliency | California Governor","https://www.gov.ca.gov/2019/09/20/ahead-of-climate-week-governor-newsom-announces-executive-action-to-leverage-states-700-billion-pension-investments-transportation-systems-and-purchasing-power-to-strengthen-climate-resili/","2019","Executive Order","Directs multiple state agencies and departments to review and update overall operations, transportation investments, and use of the state’s purchasing power to advance groundbreaking climate goals.","CA","Transportation","California","hover_transportation"
